Reference Number,Number of Vehicles,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
5047,2C90959,2,730,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Minibus (8 � 16 passenger seats)
5048,2C91008,2,1636,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,42,Car
5049,2CA0204,2,658,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,18,Pedal cycle
5050,2CA0225,2,714,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining with high winds,Driver/Rider,Serious,Female,22,Pedal cycle
5051,2CA0494,2,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,36,Car
5052,2CA0494,2,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,26,Car
5053,2CA0671,2,1240,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,21,Car
5054,2CA0787,2,1740,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,27,Car
5055,2CA0814,1,1416,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,88,Bus or coach (17 or more passenger seats)
5056,2CA0861,3,1435,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,35,Car
5057,2CA0861,3,1435,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,36,Car
5058,2CA0926,4,1521,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,60,Car
5059,2CA1397,1,1955,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Pedestrian,Serious,Male,51,Bus or coach (17 or more passenger seats)
5060,2CA1703,3,2347,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,69,Car
5061,2CA1703,3,2347,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,67,Car
5062,2CA1703,3,2347,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,29,Car
5063,2CA1703,3,2347,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,79,Car
5064,2CB0222,2,742,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,19,Car
5065,2CB0222,2,742,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
5066,2CB0443,1,1045,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,60,Car
5067,2CB0493,1,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,83,Bus or coach (17 or more passenger seats)
5068,2CB0688,2,1319,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
5069,2CB1167,1,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Bus or coach (17 or more passenger seats)
5070,2CB1207,1,1836,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,19,Car
5071,2CB1494,2,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,37,Car
5072,2CB1705,1,50,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,19,Car
5073,2CC0066,3,39,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,26,Car
5074,2CC0588,2,1120,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,16,Taxi/Private hire car
5075,2CC0588,2,1120,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,21,Taxi/Private hire car
5076,2CC0687,2,1230,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,17,Pedal cycle
5077,2CC0878,2,1445,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Female,39,Car
5078,2CC0878,2,1445,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,40,Car
5079,2CC0878,2,1445,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Male,16,Car
5080,2CC1312,1,1855,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,18,Car
5081,2CD0019,2,5,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver/Rider,Slight,Male,32,Car
5082,2CD0162,1,139,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,49,Car
5083,2CD1209,2,1847,A,Wet / Damp,Darkness: no street lighting,Fog or mist � if hazard,Driver/Rider,Slight,Male,58,Car
5084,2CD1209,2,1847,A,Wet / Damp,Darkness: no street lighting,Fog or mist � if hazard,Driver/Rider,Slight,Male,24,Motorcycle over 50cc and up to 125cc
5085,2CD1381,1,2125,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Car
5086,2CE0274,2,851,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,Car
5087,2CE0274,2,851,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,36,Car
5088,2CE1022,3,1615,A,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,20,Car
5089,2CE1231,3,1805,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,37,Car
5090,2CE1364,2,1910,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,50,Pedal cycle
5091,2CF0356,2,950,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Serious,Male,24,Pedal cycle
5092,2CF0612,2,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,29,Taxi/Private hire car
5093,2CF0862,2,2025,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver/Rider,Slight,Male,39,Car
5094,2CF0912,2,1528,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist � if hazard,Driver/Rider,Slight,Male,25,Car
5095,2CF0912,2,1528,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist � if hazard,Passenger,Slight,Male,62,Car
5096,2CF0912,2,1528,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist � if hazard,Passenger,Slight,Female,21,Car
5097,2CF0993,2,1616,A,Wet / Damp,Darkness: street lights present and lit,Fog or mist � if hazard,Driver/Rider,Slight,Male,34,Pedal cycle
5098,2CF1137,3,1736,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,59,Car
5099,2CF1571,2,2157,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,47,Car
5100,2CG0376,2,945,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,26,Car
5101,2CG0376,2,945,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,49,Car
5102,2CG0387,2,1300,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,62,Car
5103,2CG0477,1,1100,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,48,Car
5104,2CG0587,2,1210,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,54,Car
5105,2CH0471,1,1410,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,81,Bus or coach (17 or more passenger seats)
5106,2CH0481,2,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,66,Taxi/Private hire car
5107,2CH0481,2,1020,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,21,Taxi/Private hire car
5108,2CH0481,2,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,43,Car
5109,2CH1122,2,1640,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,51,Car
5110,2CH1219,2,1720,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,31,Car
5111,2CI0293,2,831,A,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,47,Car
5112,2CI0293,2,831,A,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,30,Car
5113,2CI0385,1,950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,85,Car
5114,2CI0779,2,1355,A,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Serious,Female,26,Pedal cycle
5115,2CI1228,2,1736,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,51,Car
5116,2CJ1718,2,2028,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,47,Car
5117,2CJ1718,2,2028,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,64,Car
5118,2CJ1718,2,2028,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,67,Car
5119,2CK0136,2,107,A,Wet / Damp,Darkness: street lights present and lit,Other,Driver/Rider,Slight,Male,22,Motorcycle over 50cc and up to 125cc
5120,2CK0498,2,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,52,Pedal cycle
5121,2CK0544,1,922,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,44,Car
5122,2CK0544,1,922,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,65,Car
5123,2CK0711,1,1145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,81,Car
5124,2CK1147,3,1620,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,17,Car
5125,2CK1600,3,2100,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,52,Car
5126,2CL0035,1,36,A,Dry,Darkness: street lights present and lit,Fine with high winds,Passenger,Slight,Female,13,Car
5127,2CL0447,2,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
5128,2CL0448,1,1110,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Car
5129,2CL0741,4,1400,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,58,Car
5130,2CL0787,2,1420,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,42,Car
5131,2CL0875,2,1514,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,44,Car
5132,2CL0875,2,1514,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,69,Car
5133,2CL0977,2,1615,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,35,Goods vehicle 3.5 tonnes mgw and under
5134,2CM0419,2,1025,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,9,Car
5135,2CM0840,3,1450,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,47,Taxi/Private hire car
5136,2CM0978,1,1605,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,68,Car
5137,2CM1097,2,1715,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,49,Car
5138,2CM1178,2,1805,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,27,Pedal cycle
5139,2CM1419,1,1631,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,7,Bus or coach (17 or more passenger seats)
5140,2CM1638,1,2253,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,45,Car
5141,2CN0238,2,719,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Car
5142,2CN0238,2,719,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,36,Car
5143,2CN0342,2,943,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,30,Motorcycle over 50cc and up to 125cc
5144,2CN0441,1,1020,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,70,Car
5145,2CN0448,2,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,49,Taxi/Private hire car
5146,2CN0448,2,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,54,Car
5147,2CN0714,1,1350,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Bus or coach (17 or more passenger seats)
5148,2CN0871,1,1400,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,15,Car
5149,2CN1006,2,1621,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,24,Car
5150,2CN1006,2,1621,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,52,Car
5151,2CN1062,1,1620,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,42,Car
5152,2CN1090,1,1700,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
5153,2CN1204,5,1815,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,30,Car
5154,2CN1204,5,1815,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,28,Car
5155,2CN1204,5,1815,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,37,Car
5156,2CN1204,5,1815,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,14,Car
5157,2CN1204,5,1815,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,18,Car
5158,2CN1204,5,1815,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,35,Car
5159,2CN1204,5,1815,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,31,Car
5160,2CN1204,5,1815,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,31,Car
5161,2CN1711,2,2255,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,40,Car
5162,2CO0389,2,938,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,57,Car
5163,2CO0673,2,1310,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,58,Car
5164,2CO0853,2,1508,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,46,Car
5165,2CO0979,2,1640,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,42,Car
5166,2CO1392,1,2142,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Pedestrian,Slight,Female,17,Car
5167,2CO1392,1,2142,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Pedestrian,Slight,Male,17,Car
5168,2CP0484,3,1205,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Serious,Female,44,Motorcycle over 50cc and up to 125cc
5169,2CP0705,1,1646,Motorway,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver/Rider,Slight,Male,37,Car
5170,2CP0705,1,1646,Motorway,Wet / Damp,Darkness: no street lighting,Raining without high winds,Passenger,Slight,Female,55,Car
5171,2CP0706,2,1700,Motorway,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver/Rider,Slight,Male,55,Car
5172,2CP0945,1,2004,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,19,Car
5173,2CQ0155,2,205,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,30,Car
